Id,Name,Position,Year,School,RASScore,AllTimeScore
4017,Tristin McCullum,CB,2022,Sam Houston State,9.94,9.93
4018,Nick Sciba,PK,2022,Wake Forest,0,0
4019,Cameron Kaye,LS,2022,Troy,5.58,5.44
4020,Levi Lewis,QB,2022,Louisiana,3.24,3.22
4021,Cole Kelley,QB,2022,Southeastern Louisiana,2.38,2.38
4022,Nick Starkel,QB,2022,San Jose State,1.7,1.64
4023,Roger Carter,FB,2022,Georgia State,8.11,8.18
4024,Kwamie Lassiter II,WR,2022,Kansas,4.52,4.61
4025,Cortez Davis,CB,2022,Hawaii,3.45,3.71
4026,Isaiah Weston,WR,2022,Northern Iowa,9.62,9.63
4027,Andrew Kamienski,WR,2022,North Central (IL),0,0
4028,Ryo Miyazawa,WR,2022,International,0,0
4029,Stephon Robinson,WR,2022,Northwestern,2.57,2.65
4030,TJ Storment,OG,2022,Texas Tech,6.13,6.22
4031,Tamir Hill,FS,2022,Eastern Washington,0.07,0.09
4032,Liam Shanahan,OC,2022,Louisiana State,8.89,8.95
4033,Lance Deveaux Jr.,LB,2022,Northern Illinois,3.11,3.14
4034,Cain Madden,OG,2022,Notre Dame,2.11,2.18
4035,Paul Grattan,OG,2022,UCLA,4.09,4.2
4036,Kohl Levao,OG,2022,Hawaii,3.23,3.32
4037,Tanner Owen,OT,2022,Northwest Missouri State,9.43,9.4
4038,Liam Fornadel,OG,2022,James Madison,4.71,4.83
4039,Kurt Hinish,DT,2022,Notre Dame,8.84,8.87
4040,Isaiah Chambers,DE,2022,McNeese State,1.37,1.41
4041,Ty Shelby,DE,2022,Louisiana Monroe,8.04,8.06
4042,Ralph Holley,DT,2022,Western Michigan,6.82,6.93
4043,Dion Novil,DT,2022,North Texas,3.38,3.5
4044,Sam Roberts,DT,2022,Northwest Missouri State,7.02,7.11
4045,Kadofi Wright,LB,2022,Buffalo,6.02,6.11
4046,Vi Jones,LB,2022,North Carolina State,8.88,8.91
4047,Jack Gibbens,LB,2022,Minnesota,7.41,7.45
4048,Drew White,LB,2022,Notre Dame,5.9,6.04
4049,Bryce Notree,LB,2022,Southern Illinois,5.63,5.77
4050,Christian Benford,CB,2022,Villanova,8.13,8.24
4051,Bydarrius Knighten,FS,2022,Auburn,2.91,3.09
4052,Coney Durr,CB,2022,Minnesota,2.29,2.51
4053,Tayler Hawkins,CB,2022,San Diego State,6.06,6.26
4054,Kader Kohou,CB,2022,Texas A&M-Commerce,8.59,8.64
4055,Tamarick Pierce,RB,2022,Eastern Washington,0.48,0.57
4056,Elliott Brown,LB,2022,Virginia,9.73,9.74
4057,Jonathan Doerer,PK,2022,Notre Dame,0,0
4058,Boe Wilson,OG,2022,Western Kentucky,3.37,3.48
4059,Antonio Ortiz,LS,2022,Texas Christian,3.75,3.74
4060,Jordan Davis,DT,2022,Georgia,10,10
4061,Christian Harris,LB,2022,Alabama,9.06,9.1
4062,Tyler Smith,OT,2022,Tulsa,8.76,8.75
4063,Tre' Williams,DE,2022,Arkansas,2.53,2.63
4064,Christian Watson,WR,2022,North Dakota State,9.96,9.96
4065,JT Woods,SS,2022,Baylor,9.44,9.49
4066,Greg Dulcich,TE,2022,UCLA,8.23,8.3
4067,Alex Wright,DE,2022,Alabama Birmingham,0,0
4068,Cordell Volson,OG,2022,North Dakota State,6.05,6.15
4069,Troy Andersen,LB,2022,Montana State,10,10
4070,Dai'Jean Dixon,WR,2022,Nicholls State,5.88,5.95
4071,Christopher Allen,LB,2022,Alabama,9.05,9.03
4072,Logan Bruss,OT,2022,Wisconsin,8.75,8.69
4073,Nasir Greer,FS,2022,Wake Forest,7.87,8
4074,EJ Perry IV,QB,2022,Brown,9.43,9.45
4075,Zach Tom,OT,2022,Wake Forest,9.59,9.58
4076,Bamidele Olaseni,OT,2022,Utah,3.85,3.86
4077,Derrick Deese Jr.,TE,2022,San Jose State,3.72,3.65
4078,Chance Campbell,LB,2022,Mississippi,9.71,9.73
4079,Dareke Young,WR,2022,Lenoir-Rhyne,9.93,9.93
4080,Ryan Van Demark,OT,2022,Connecticut,9.44,9.42
4081,Josh Rivas,OG,2022,Kansas State,5.48,5.61
4082,Jequez Ezzard,WR,2022,Sam Houston State,6.9,6.99
4083,Zamir White,RB,2022,Georgia,9.81,9.82
4084,Cade York,PK,2022,Louisiana State,0,0
4085,Tyler Vrabel,OT,2022,Boston College,7.56,7.54
4086,Shemar Bridges,WR,2022,Fort Valley State,4.11,4.21
4087,Roderick Perry,DT,2022,Illinois,2.27,2.46
4088,Keaontay Ingram,RB,2022,Southern California,8.67,8.73
4089,LaBryan Ray,DT,2022,Alabama,6.65,6.75
4090,Joshua Ezeudu,OG,2022,North Carolina,8.35,8.37
4091,Snoop Conner,RB,2022,Mississippi,7.04,7.05
4092,Tyrion Davis-Price,RB,2022,Louisiana State,6.66,6.73
4093,Ben Griffiths,PK,2022,Southern California,7.26,7.27
4094,Juwan Taylor,FS,2022,Alcorn State,1.18,1.29
4095,Solomon Wise,LB,2022,Alcorn State,0.14,0.13
4096,Untareo Johnson,LB,2022,Bethune-Cookman,0.51,0.51
4097,Jamal Savage,OT,2022,Bethune-Cookman,0.55,0.63
4098,Keyshawn James,DE,2022,Fayetteville State,1.44,1.44
4099,Antwan Collier,FS,2022,Florida A&M,0.06,0.08
4100,Keenan Forbes,OG,2022,Florida A&M,6.22,6.32
4101,Jett Duffey,QB,2022,Hampton,3.45,3.35
4102,James Fagan,DT,2022,Hampton,3.69,3.75
4103,Kingston Davis,RB,2022,Miles,8.12,8.12
4104,Jerry Garner,LB,2022,Mississippi Valley State,0.3,0.3
4105,Juwan Carter,QB,2022,Norfolk State,3.91,3.91
4106,Chris Myers,LB,2022,Norfolk State,3.67,3.68
4107,Korey Banks,WR,2022,North Carolina A&T,1.02,1.07
4108,Ron Hunt,WR,2022,North Carolina A&T,4.31,4.45
4109,Jah-Maine Martin,RB,2022,North Carolina A&T,3.36,3.54
4110,Jawon Pass,QB,2022,Prairie View A&M,3.15,3.06
4111,Chad Gilchrist,LB,2022,South Carolina State,1.49,1.56
4112,Zafir Kelly,CB,2022,South Carolina State,3.9,4.12
4113,Will Vereen,WR,2022,South Carolina State,6.16,6.22
4114,Marquis McClain,WR,2022,Southern,7.28,7.37
4115,Ladarius Skelton,QB,2022,Southern,2.52,2.37
4116,Cam Durley,OT,2022,Tennessee State,0,0
4117,Cory Rahman,FS,2022,Tennessee State,0,0
4118,Jonathan Giles,WR,2022,Texas Southern,5.21,5.3
4119,Jeff Proctor,RB,2022,Texas Southern,0,0
4120,Will Adams,CB,2022,Virginia State,8.41,8.46
4121,Javon Frazier,LB,2022,Virginia State,0.29,0.29
4122,Zachary Wilcox,OT,2022,Virginia State,0.01,0.02
4123,CJ Holmes,CB,2022,Jackson State,1.48,1.65
4124,Slade Bolden,WR,2022,Alabama,4.86,4.92
4125,John Fitzpatrick,TE,2022,Georgia,0,0
4126,Tyler Snead,WR,2022,East Carolina,2.24,2.29
4127,Kary Kutsch,OG,2022,Colorado,6.92,6.96
4128,Caleb Shudak,PK,2022,Iowa,1.37,1.28
4129,Billy Taylor,LS,2022,Rutgers,9.75,9.8
4130,Grayson Gunter,TE,2022,Southern Mississippi,5.82,5.91
4131,Mika Tafua,LB,2022,Utah,4.6,4.71
4132,Russ Yeast,FS,2022,Kansas State,5.47,5.64
4133,Derrick Tangelo,DT,2022,Penn State,7.45,7.53
4134,Chima Azunna,SS,2022,Hawaii,6.76,6.98
4135,Samori Toure,WR,2022,Nebraska,6.14,6.22
4136,LD Brown,RB,2022,Oklahoma State,5.3,5.35
4137,Stephen Huderson,RB,2022,McNeese State,1.09,1.22
4138,Connor Sampson,QB,2022,Western Illinois,1.12,1.12
4139,Brayden Thomas,DE,2022,North Dakota State,6.7,6.74
4140,Josh Seltzner,OG,2022,Wisconsin,8.7,8.77
4141,Jack Snyder,OG,2022,San Jose State,9.51,9.52
4142,Elijah Hicks,FS,2022,California,0,0
4143,Jairon McVea,FS,2022,Baylor,5.57,5.72
4144,Keonte Hampton,LB,2022,Jackson State,0.15,0.15
4145,Anthony Turner,WR,2022,Grand View,2,2.06
4146,Zachary Thomas,OG,2022,San Diego State,8.97,9
4147,De'Shaan Dixon,DE,2022,Norfolk State,7.05,7.05
4148,Darrell Baker,CB,2022,Georgia Southern,9.1,9.19
4149,Wallace Cowins,DE,2022,North Alabama,0.71,0.73
4150,Jordan Silver,LS,2022,Arkansas,1.67,1.9
4151,Kyron Johnson,LB,2022,Kansas,8.44,8.52
4152,Joshua Flowers,CB,2022,Winston-Salem,9.39,9.4
4153,Sam Webb,CB,2022,Missouri Western,9.31,9.36
4154,Quentin Frazier,SS,2022,Hawaii,2.43,2.63
4155,Jalyn Armour-Davis,CB,2022,Alabama,7.15,7.28
4156,Greg Bell,RB,2022,San Diego State,4.36,4.49
4157,Dane Belton,SS,2022,Iowa,9.42,9.51
4158,Ben Brown,OG,2022,Mississippi,0,0
4159,Lewis Cine,FS,2022,Georgia,9.92,9.92
4160,William Dunkle,OG,2022,San Diego State,4.82,4.93
4161,Cordale Flott,CB,2022,Louisiana State,7.44,7.54
4162,Trenton Gill,PK,2022,North Carolina State,0,0
4163,Jake Hansen,LB,2022,Illinois,0,0
4164,Curtis Hodges,TE,2022,Arizona State,7.37,7.46
4165,Jordan Jackson,DT,2022,Air Force,9.13,9.14
4166,Johnny Johnson III,WR,2022,Oregon,5.4,5.48
4167,Skyy Moore,WR,2022,Western Michigan,7.58,7.67
4168,Josh Ross,LB,2022,Michigan,1.71,1.78
4169,Andrew Rupcich,OG,2022,Culver-Stockton,7.71,7.79
4170,Isaac Taylor-Stuart,FS,2022,Southern California,9.59,9.63
4171,CJ Verdell,RB,2022,Oregon,2.3,2.38
4172,Kenneth Walker III,RB,2022,Michigan State,9.24,9.23
4173,Jaylen Warren,RB,2022,Oklahoma State,4.78,4.89
4174,Mike Woods,WR,2022,Oklahoma,7.62,7.71
4175,Mike Brown,SS,2022,Miami OH,7.58,7.73
4176,Madison Cone,CB,2022,Appalachian State,0,0
4177,Danny Davis III,WR,2022,Wisconsin,2.4,2.5
4178,Collin Wilder,SS,2022,Wisconsin,3.82,4.09
4179,Caesar Willliams,CB,2022,Wisconsin,3.54,3.81
4180,Lonnie Moore,WR,2022,Monmouth,1.82,1.88
4181,Gene Scott,TE,2022,Monmouth,1.36,1.4
4182,Erik Massey,LB,2022,Monmouth,1.65,1.72
4183,Justin Terry,CB,2022,Monmouth,3.03,3.24
4184,Hayden Pittman,TE,2022,Alabama Birmingham,1.67,1.7
4185,Jakoby Jones,OG,2022,Alabama Birmingham,2.7,2.8
4186,Colby Ragland,OG,2022,Alabama Birmingham,1.67,1.77
4187,Mi'Cario Stanley,DT,2022,Alabama Birmingham,0,0
4188,Justin Thomas,DE,2022,Alabama Birmingham,3.24,3.29
4189,Tyree Turner,DT,2022,Alabama Birmingham,0,0
4190,Jacob Batts,DE,2022,Alabama Birmingham,4.93,4.94
4191,Dy'jonn Turner,FS,2022,Alabama Birmingham,5.64,5.83
4192,Troy Young,FS,2022,Alabama Birmingham,2.86,2.98
4193,Deon Edwards,LB,2022,Arkansas,1.1,1.17
4194,TJ Hammonds,RB,2022,Arkansas,5.93,5.98
4195,Blake Kern,TE,2022,Arkansas,1.22,1.25
4196,Grant Morgan,LB,2022,Arkansas,3.48,3.58
4197,Tyson Morris,WR,2022,Arkansas,4.53,4.62
4198,De'Vion Warren,WR,2022,Arkansas,2.23,2.34
4199,JD Woods,WR,2022,Baker,6.66,6.73
4200,Greg Junior,CB,2022,Ouachita Baptist,8.87,8.91
4201,BJ Smith,RB,2022,Troy,3.45,3.58
4202,Reggie Todd,WR,2022,Troy,3.81,3.88
4203,Cherokee Glasgow,DT,2022,Troy,0.47,0.54
4204,Matthew Kempton,TE,2022,Northern Arizona,0.76,0.75
4205,Carson Taylor,DE,2022,Northern Arizona,7.03,7.06
4206,Lionell Wiggins,DE,2022,Northern Arizona,0.56,0.59
4207,Tristen Vance,LB,2022,Northern Arizona,3.77,3.87
4208,Brenndan Johnson,FS,2022,Northern Arizona,1.21,1.3
4209,Justin Hathoot,LS,2022,Northern Arizona,0,0
4210,Christian Clark,DT,2022,Alabama State,0.06,0.06
4211,Nicholas Terry,LB,2022,Alabama State,0.44,0.44
4212,Luke Barnes,LS,2022,Alabama State,0,0
4213,Lucky Oyovwi,DE,2022,Charleston,2.22,2.29
4214,Travon Fuller,CB,2022,Tulsa,1.14,1.28
4215,TieNeal Martin,SS,2022,Tulsa,2.06,2.24
4216,Walter Neil,CB,2022,Texas-El Paso,6.33,6.47
4217,Dy'Vonne Inyang,SS,2022,Texas-El Paso,4.22,4.43
4218,Montavious Tinch,TE,2022,Miles,0.25,0.26
4219,K.J. Smith,FS,2022,North Alabama,0.63,0.7
4220,Aqeel Glass,QB,2022,Alabama A&M,1.13,1.1
4221,Zabrian Moore,WR,2022,Alabama A&M,4.25,4.36
4222,Tobias Enlow,WR,2022,Central Arkansas,0.61,0.66
4223,Ajavius Brown,DT,2022,Central Arkansas,0.15,0.17
4224,Trenton Dunn,SS,2022,Central Arkansas,1.69,1.88
4225,Trey Giles,CB,2022,Miles,0.27,0.34
4226,Juwan Thomas,DE,2022,Miles,0.49,0.49
4227,Zach Smith,WR,2022,Southeast Missouri State,4.38,4.49
4228,Bryson Donnell,DT,2022,Southeast Missouri State,6.37,6.45
4229,Brandon Mincey,LB,2022,Southeast Missouri State,0,0
4230,Shabari Davis,FS,2022,Southeast Missouri State,5.43,5.59
4231,Ben Adler,OG,2022,Kansas State,3.42,3.53
4232,Ray Thornton,DE,2022,Texas,5.93,5.95
4233,D'Anthony Bell,SS,2022,West Florida,9,9.12
4234,Cory Batie,CB,2022,Harding,2.37,2.55
4235,Shedrick Robinson,LB,2022,Harding,1.91,1.97
4236,Will Allen,CB,2022,Columbia,2.93,3.11
4237,Justice Allin,RB,2022,McMaster,0.14,0.14
4238,Mario Alyas,CB,2022,McMaster,0.13,0.15
4239,Daniel Amoako,CB,2022,York,5.25,5.44
4240,Jared Beeksma,LB,2022,Guelph,1.94,2.02
4241,Taz Bell,RB,2022,International,0.6,0.69
4242,Zack Benson,DT,2022,Windsor,1,1.11
4243,Cornelius Brown Jr.,LB,2022,International,1.83,1.89
4244,Connor Carusello,QB,2022,Wilfrid Laurier,0.77,0.72
4245,Simon Chaves,LB,2022,Guelph,0.88,0.94
4246,Jaiden Cruz,DT,2022,Dickinson College,0.03,0.02
4247,Rushon Dgelman,WR,2022,Waterloo,0,0
4248,Desi Dixon,CB,2022,York,0.61,0.72
4249,Talki Ehouman,CB,2022,York,0.46,0.55
4250,Brett Ellerman,WR,2022,Western,1.48,1.53
4251,Marshall Esokpunwu,DE,2022,Mount Allison,0,0
4252,Adrian Greene,CB,2022,Saint Marys,3.46,3.74
4253,Esson Hamilton,WR,2022,Wilfrid Laurier,0.13,0.15
4254,Ibrahim Hassoun,OG,2022,Windsor,0.86,1
4255,Zach Herzog,CB,2022,Hillsdale,2.19,2.39
4256,Spencer Hood,OG,2022,Western,0.15,0.16
4257,Shomari Hutchinson,CB,2022,Wilfrid Laurier,0.02,0.01
4258,Lindon Ivezic,OG,2022,Windsor,0.24,0.27
4259,Daeshaun Jupiter-Deane,CB,2022,Waterloo,0,0
4260,Uriel Kalenga,CB,2022,Guelph,1.51,1.67
4261,Jeremy Kapelanski,DT,2022,Guelph,3.63,3.73
4262,Zach Lindley,LB,2022,Western,1.56,1.6
4263,Daniel Loggale,CB,2022,York,0,0
4264,Dante Mastrogiuseppe,PK,2022,York,6.51,6.42
4265,Codey McRoberts,LB,2022,International,0.41,0.41
4266,Kevin Musai,LB,2022,York,0.91,0.98
4267,Barnaba Niel,WR,2022,Waterloo,0,0
4268,Enoch Penney-Laryea,LB,2022,McMaster,6.08,6.14
4269,Nicholas Petermann,WR,2022,Wilfrid Laurier,1.31,1.4
4270,James Sides,OG,2022,International,0.06,0.06
4271,Eric Stranz,PK,2022,Guelph,0.46,0.43
4272,Jordan Veltri,CB,2022,Wilfrid Laurier,0,0
4273,Blake Zarubiak,DE,2022,Toronto,0.32,0.37
4274,Chris Bergin,LB,2022,Northwestern,5.38,5.4
4275,Jeremy Meiser,DT,2022,Northwestern,4.81,4.9
4276,Jack Sorenson,WR,2022,Miami OH,1.26,1.33
4277,Ben Kimpler,DE,2022,MIami OH,1.66,1.66
4278,Cedric Boswell,CB,2022,MIami OH,2.98,3.2
4279,Eddie Hahn,LB,2022,Monmouth,3.06,3.13
4280,Bryan Syracuse,OG,2022,Monmouth,0.49,0.56
4281,AJ Farris,OC,2022,Monmouth,0.96,1
4282,Malik Clark,OG,2022,Kansas,2.98,3.07
4283,Ricky Thomas Jr.,FS,2022,Kansas,2.98,3.14
4284,Jeremy Webb,CB,2022,Kansas,0,0
4285,Noah Johnson,OC,2022,Kansas State,3.23,3.28
4286,Daniel Imatorbhebhe,TE,2022,Kansas State,3.33,3.38
4287,Reggie Stubblefield,SS,2022,Kansas State,2.73,2.92
4288,Nick Lenners,TE,2022,Kansas State,1.9,1.93
4289,Timothy Horne,DT,2022,Kansas State,7.1,7.17
4290,Cody Fletcher,LB,2022,Kansas State,3.73,3.87
4291,Eric Munoz,LB,2022,Kansas State,5.7,5.79
4292,Bronson Massie,DE,2022,Kansas State,0.68,0.72
4293,Marcelino McCrary-Ball,SS,2022,Indiana,9.04,9.13
4294,Raheem Layne,FS,2022,Indiana,3.72,3.91
4295,Caleb Jones,OT,2022,Indiana,1.88,1.99
4296,Dylan Powell,OG,2022,Indiana,6.31,6.38
4297,Weston Kramer,DT,2022,Indiana,8.26,8.28
4298,John Chenal,FB,2022,Wisconsin,9.3,9.33
4299,Bobby DeHaro,OG,2022,Texas-El Paso,7.92,7.99
4300,Darta Lee,OG,2022,Texas-El Paso,2.09,2.16
4301,Quardraiz Wadley,RB,2022,Texas-El Paso,3.03,3.15
4302,Justin Garrett,WR,2022,Texas-El Paso,2.98,3.06
4303,Josh Caldwell,CB,2022,Texas-El Paso,2.48,2.66
4304,JaChai Baker,OT,2022,South Alabama,2.58,2.68
4305,Jamal Brooks,LB,2022,South Alabama,5.33,5.46
4306,Devin Rockette,CB,2022,South Alabama,5.19,5.36
4307,Shawn Jennings,LB,2022,South Alabama,2.68,2.78
4308,Kareem Walker,RB,2022,South Alabama,2.25,2.36
4309,Chris Henderson,LB,2022,South Alabama,2.99,3.05
4310,Tre Young,FS,2022,South Alabama,0.71,0.76
4311,Kwameh Lewis,FS,2022,South Alabama,1.68,1.8
4312,Dennis Houston,WR,2022,Western Illinois,7.59,7.66
4313,Elery Alexander,SS,2022,Arkansas State,3.7,3.97
4314,Caleb Bonner,LB,2022,Arkansas State,1.09,1.17
4315,D'Juan Matthews,DT,2022,Hawaii,0.63,0.69
4316,Colby Burton,CB,2022,Hawaii,0.33,0.44
4317,Eugene Ford,SS,2022,Hawaii,0.35,0.41
4318,Dio Williams,CB,2022,Arkansas Tech,2.85,3
4319,Nick Gualdoni,PK,2022,Southern Illinois,3.94,3.8
4320,Jack Colquhoun,PK,2022,Southern Illinois,4.17,4.01
4321,Qua Brown,SS,2022,Southern Illinois,6.04,6.27
4322,Zeveyon Fulcron,OG,2022,Southern Illinois,8.03,8.03
4323,Anthony Knighton,DE,2022,Southern Illinois,4.95,5
4324,Landon Lenoir,WR,2022,Southern Illinois,3.3,3.4
4325,Jordan Berner,DE,2022,Southern Illinois,5.97,6
4326,Kholbe Coleman,LB,2022,Southern Illinois,2.45,2.43
4327,Justin Mader,LS,2022,Texas,4.17,4.42
4328,Denzel Okafor,OG,2022,Texas,8.93,8.95
4329,Ben Davis,LB,2022,Texas,7.38,7.5
4330,Jacoby Jones,DE,2022,Texas,3.41,3.46
4331,Darion Dunn,CB,2022,Texas,2.69,2.8
4332,Gabriel Watson,RB,2022,Texas,5.65,5.78
4333,Clayton Bradley,OT,2022,UNLV,8,7.98
4334,Vic Viramontes,LB,2022,UNLV,4.08,4.16
4335,Kylan Wilborn,LB,2022,UNLV,4.55,4.66
4336,Aaron Lewis,CB,2022,UNLV,2.33,2.5
4337,Julio Garcia,OG,2022,UNLV,0.36,0.41
4338,Kolo Uasike,DT,2022,UNLV,1.99,2.12
4339,Jalon Thigpen,FS,2022,Arkansas Pine-Bluff,2.14,2.25
4340,Tyrin Ralph,WR,2022,Arkansas Pine-Bluff,4.82,4.89
4341,Troy Lefeged Jr.,SS,2022,Texas State,2.92,3.13
4342,Caeveon Patton,DT,2022,Texas State,7.71,7.79
4343,Jaquel Pierce,DT,2022,Texas State,0.52,0.61
4344,Markeveon Coleman,LB,2022,Texas State,0.13,0.13
4345,Michael LoVett III,CB,2022,Texas State,1.68,1.87
4346,Justin Kasuboski,TE,2022,Wisconsin-OshKosh,3.92,3.89
4347,Marcel Dabo,SS,2022,Tubingen,9.53,9.59
4348,Ben Beise,TE,2022,Wisconsin-River Falls,8.82,8.81
4349,Bruce Jordan-Swilling,LB,2022,Georgia Tech,5.67,5.75
4350,Tre Swilling,SS,2022,Georgia Tech,6.47,6.69
4351,Kyric McGowan,WR,2022,Georgia Tech,3.79,3.89
4352,Djimon Brooks,DT,2022,Georgia Tech,2.13,2.26
4353,Antonneous Clayton,DE,2022,Georgia Tech,1.72,1.8
4354,Jack Coco,LB,2022,Georgia Tech,3.47,3.56
4355,Ryan Johnson,OT,2022,Georgia Tech,5.07,5.07
4356,Keshunn Abram,WR,2022,Kent State,9.19,9.21
4357,Tony Fair,DT,2022,Auburn,0.72,0.79
4358,Devin Guice,CB,2022,Auburn,1.88,2.05
4359,T.D. Moultry,DE,2022,Auburn,2.07,2.12
4360,Demetris Robertson,WR,2022,Auburn,4.92,5.04
4361,Chandler Wooten,LB,2022,Auburn,1.93,2.01
4362,Cullen Wick,DE,2022,Tulsa,9.5,9.5
4363,Yohance Burnett,LB,2022,Tulsa,3.23,3.33
4364,Tyarise Stevenson,DT,2022,Tulsa,1.24,1.28
4365,Christian Williams,FS,2022,Tulsa,0.38,0.41
4366,Shamari Brooks,RB,2022,Tulsa,0.09,0.09
4367,Ezra Naylor,WR,2022,Tulsa,5.63,5.7
4368,Robert Revels III,LB,2022,Tulsa,0.24,0.25
4369,Treyvon Reeves,LB,2022,Tulsa,1.79,1.84
4370,Adam Higuera,LS,2022,Tulsa,3.08,3.33
4371,Tiller Bucktrot,OG,2022,Tulsa,1.14,1.22
4372,Doug Kramer,OC,2022,Illinois,8.46,8.5
4373,Ethan Tabel,LS,2022,Illinois,2.08,2.31
4374,Khalan Tolson,LB,2022,Illinois,6.54,6.55
4375,Todd Summers,TE,2022,Villanova,2.35,2.37
4376,Matt Lynch,TE,2022,Colorado,4.22,4.19
4377,Brayden Patton,OC,2022,Northern Illinois,2.03,2
4378,Jesse Bramble,SS,2022,Fordham,6.75,6.95
4379,Jake Tonges,TE,2022,California,7.56,7.61
4380,Kekoa Crawford,WR,2022,California,6.04,6.08
4381,Luc Bequette,DT,2022,California,7.65,7.72
4382,Amari Houston,DT,2022,Lenoir-Rhyne,1.51,1.64
4383,Jack Maddox,LS,2022,Clemson,6.33,6.12
4384,Darien Rencher,RB,2022,Clemson,5.61,5.68
4385,Braden Galloway,TE,2022,Clemson,7.14,7.2
4386,Tre Ford,QB,2022,Waterloo,6.9,6.9
4387,Tyrell Ford,FS,2022,Waterloo,6.67,6.84
4388,Justin Covington,RB,2022,Villanova,6.76,6.86
4389,Forrest Rhyne,LB,2022,Villanova,0,0
4390,Jordan Genmark Heath,SS,2022,UCLA,8.46,8.54
4391,Mo Diallo,DT,2022,Arizona,7.21,7.3
4392,Trevor Mason,DT,2022,Arizona,7.43,7.48
4393,Kenny Hebert,LB,2022,Arizona,6.57,6.63
4394,Erik Dickerson,LS,2022,Arizona State,3.17,3.13
4395,Logan Tyler,PK,2022,Arizona State,4.86,4.65
4396,Justin Collins,WR,2022,Arizona State,2.02,2.11
4397,Julian Rochester,DT,2022,Georgia,0.87,0.96
4398,Adam Anderson,LB,2022,Georgia,9.37,9.4
4399,Elijah Pierre,DT,2022,Michigan,1,1.05
4400,Donovan Jeter,DT,2022,Michigan,6.24,6.36
4401,Daylen Baldwin,WR,2022,Michigan,4.3,4.43
4402,Marqez Bimage,LB,2022,California,5.21,5.29
4403,Trevon Clark,WR,2022,California,1.73,1.79
4404,Josh Drayden,CB,2022,California,1.47,1.66
4405,Valentino Daltoso,OG,2022,California,2.38,2.48
4406,Marcel Dancy,RB,2022,California,3.22,3.32
4407,Mike Caliendo,OC,2022,Western Michigan,6.86,6.89
4408,Brett Borske,TE,2022,Western Michigan,7.43,7.48
4409,Wesley French,OG,2022,Western Michigan,9.66,9.68
4410,Mark Brooks,OT,2022,Western Michigan,6.71,6.71
4411,A.J. Thomas,LB,2022,Western Michigan,7.52,7.55
4412,Bryce Nunnelly,WR,2022,Western Michigan,6.05,6.13
4413,Jaxson Kincaide,RB,2022,Western Michigan,2.26,2.38
4414,DeAndre Washington,FB,2022,Arkansas Monticello,1.14,1.11
4415,Dylan Pasquali,OT,2022,Ferris State,3.66,3.68
4416,Zein Obeid,OG,2022,Ferris State,8.55,8.59
4417,Sy Barnett,WR,2022,Ferris State,8.14,8.2
4418,Ja'Marcus Ingram,CB,2022,Buffalo,6.28,6.46
4419,Josh Rogers,DT,2022,Buffalo,1.93,2.03
4420,Jake Molinich,TE,2022,Buffalo,2.06,2.09
4421,C.J. Brewer,DT,2022,Coastal Carolina,6.05,6.22
4422,Kameron Brown,WR,2022,Coastal Carolina,2.51,2.58
4423,Derick Bush,CB,2022,Coastal Carolina,5.47,5.62
4424,Kendricks Gladney Jr.,SS,2022,Coastal Carolina,4.7,4.94
4425,Greg Latushko,WR,2022,Coastal Carolina,0.21,0.25
4426,Myles Olufemi,SS,2022,Coastal Carolina,2.18,2.3
4427,Alex Spillum,FS,2022,Coastal Carolina,5.94,6.08
4428,CJ Schrimpf,LS,2022,Coastal Carolina,0.17,0.14
4429,Isaiah Johnson-Mack,FB,2022,Saginaw Valley State,8.37,8.34
4430,Javaree Jackson,DT,2022,Saginaw Valley State,3.38,3.48
4431,Hunter Buczokowski,FB,2022,Central Michigan,1.76,1.9
4432,Troy Hairston,LB,2022,Central Michigan,5.45,5.51
4433,Gage Kreski,SS,2022,Central Michigan,7.94,8.08
4434,Kalil Pimpleton,WR,2022,Central Michigan,6.55,6.59
4435,Alonzo McCoy,FS,2022,Central Michigan,3.77,3.93
4436,JaCorey Sullivan,WR,2022,Central Michigan,2.31,2.44
4437,Remi Simmons,WR,2022,Central Michigan,1.42,1.49
4438,Nykeim Johnson,WR,2022,Kent State,2.62,2.7
4439,Mandela Lawrence-Burke,LB,2022,Kent State,0.28,0.28
4440,Keith Sherald Jr,FS,2022,Kent State,0.23,0.29
4441,Jabbar Price,DE,2022,Kent State,2.15,2.25
4442,Elvis Hines,CB,2022,Kent State,0.01,0.01
4443,Jake Hlava,DE,2022,Grand Valley State,6.75,6.79
4444,Dennis Johnson,DT,2022,Grand Valley State,7.2,7.27
4445,Antonio Crosby,SS,2022,Grand Valley State,0.2,0.2
4446,Hunter Rison,WR,2022,Grand Valley State,0.62,0.67
4447,Bryce Young-Wells,RB,2022,Grand Valley State,2.65,2.77
4448,Xavier Washington,DT,2022,Grand Valley State,0.34,0.39
4449,Phillip Howard,CB,2022,Minnesota,4.27,4.48
4450,Tony Collier,CB,2022,New Mexico,3.52,3.74
4451,James Gillespie,WR,2022,Widener,0.29,0.32
4452,Tison Gray,OG,2022,South Carolina State,4.76,4.85
4453,Evan Horn,LB,2022,New Hampshire,1.93,2.01
4454,Daniel Smith,QB,2022,Villanova,2.55,2.51
4455,Nawoola Awopetu,FS,2022,Villanova,5.23,5.4
